Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,S1,NA,Chile,-33.4619,-70.6852,-4,519
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2005,7,8,6,0,0.0,0.0,0.0,7.1,7.1,100.0,963.9,0.9,124.5,0
2005,7,8,7,0,0.0,0.0,0.0,6.3,6.3,100.0,964.1,1.0,90.0,0
2005,7,8,8,0,7.6,0.0,7.6,6.5,6.5,100.0,966.4,0.9,46.5,0
2005,7,8,9,0,25.2,6.8,23.8,6.7,6.7,100.0,965.6,0.9,52.5,0
2005,7,8,10,0,52.6,8.0,49.7,8.3,8.3,98.3,964.2,0.7,58.5,0
2005,7,8,11,0,76.8,8.5,72.7,11.4,11.4,88.6,962.9,0.5,357.0,0
2005,7,8,12,0,545.2,872.5,70.2,14.0,14.0,75.5,960.5,0.8,351.0,0
2005,7,8,13,0,561.3,874.9,71.3,16.7,16.7,70.5,962.2,0.5,342.0,0
2005,7,8,14,0,519.0,861.1,68.3,17.7,17.7,67.5,960.1,0.7,259.5,0
2005,7,8,15,0,422.3,827.2,61.1,18.1,18.1,54.8,959.2,1.0,228.0,0
2005,7,8,16,0,279.9,754.0,49.3,17.9,17.9,47.3,959.4,1.0,208.5,0
2005,7,8,17,0,109.0,564.4,29.9,15.0,15.0,43.6,958.9,0.8,204.0,0
2005,7,8,18,0,0.0,0.0,0.0,12.6,12.6,47.8,960.1,0.3,196.5,0
2005,7,8,19,0,0.0,0.0,0.0,10.8,10.8,63.9,959.1,0.6,196.5,0
2005,7,8,20,0,0.0,0.0,0.0,9.3,9.3,81.2,958.3,0.8,178.5,0
2005,7,8,21,0,0.0,0.0,0.0,8.1,8.1,85.2,958.0,1.0,180.0,0
2005,7,8,22,0,0.0,0.0,0.0,7.2,7.2,92.6,957.8,0.9,154.5,0
2005,7,8,23,0,0.0,0.0,0.0,6.8,6.8,91.5,957.3,1.0,9.0,0
2005,7,9,0,0,0.0,0.0,0.0,6.3,6.3,92.9,956.8,1.0,9.0,0
2005,7,9,1,0,0.0,0.0,0.0,5.9,5.9,93.7,956.5,1.2,79.5,0
2005,7,9,2,0,0.0,0.0,0.0,5.6,5.6,96.8,956.2,1.2,88.5,0
2005,7,9,3,0,0.0,0.0,0.0,5.2,5.2,97.5,955.7,1.2,72.0,0
2005,7,9,4,0,0.0,0.0,0.0,5.0,5.0,96.7,955.2,1.2,105.0,0
2005,7,9,5,0,0.0,0.0,0.0,4.8,4.8,97.3,954.5,1.3,102.0,0
2005,7,9,6,0,0.0,0.0,0.0,5.0,5.0,97.6,953.8,1.0,73.5,0
2005,7,9,7,0,0.0,0.0,0.0,4.7,4.7,97.6,953.2,1.2,79.5,0
2005,7,9,8,0,7.7,0.0,7.7,4.1,4.1,97.6,954.0,1.2,90.0,0
2005,7,9,9,0,183.5,682.3,39.4,5.1,5.1,93.9,955.6,0.8,24.0,0
2005,7,9,10,0,347.1,801.4,55.0,7.5,7.5,89.2,957.5,0.7,79.5,0
2005,7,9,11,0,472.6,852.0,64.9,11.0,11.0,76.0,957.6,0.3,0.0,0
2005,7,9,12,0,547.3,873.6,70.3,15.0,15.0,63.1,959.4,0.6,345.0,0
2005,7,9,13,0,564.7,877.8,71.5,18.1,18.1,62.6,962.9,0.6,331.5,0
2005,7,9,14,0,523.4,865.9,68.6,19.7,19.7,53.0,962.5,0.6,262.5,0
2005,7,9,15,0,427.0,833.5,61.5,20.7,20.7,47.6,963.1,0.7,243.0,0
2005,7,9,16,0,284.3,762.2,49.6,21.3,21.3,41.1,964.3,0.7,229.5,0
2005,7,9,17,0,112.3,577.7,30.4,18.6,18.6,40.1,964.3,0.6,220.5,0
2005,7,9,18,0,0.0,0.0,0.0,16.1,16.1,45.6,965.6,0.2,219.0,0
2005,7,9,19,0,0.0,0.0,0.0,13.9,13.9,62.9,965.3,0.4,204.0,0
2005,7,9,20,0,0.0,0.0,0.0,12.3,12.3,78.5,965.1,0.6,195.0,0
2005,7,9,21,0,0.0,0.0,0.0,11.0,11.0,81.1,965.1,0.7,190.5,0
2005,7,9,22,0,0.0,0.0,0.0,10.0,10.0,85.1,964.0,0.8,193.5,0
2005,7,9,23,0,0.0,0.0,0.0,9.4,9.4,84.4,963.9,0.8,210.0,0
2005,7,10,0,0,0.0,0.0,0.0,8.8,8.8,87.8,963.4,0.8,292.5,0
2005,7,10,1,0,0.0,0.0,0.0,8.4,8.4,90.3,963.0,0.9,33.0,0
2005,7,10,2,0,0.0,0.0,0.0,8.0,8.0,93.9,962.9,0.8,84.0,0
2005,7,10,3,0,0.0,0.0,0.0,7.4,7.4,95.8,962.4,0.9,85.5,0
2005,7,10,4,0,0.0,0.0,0.0,6.6,6.6,96.1,962.5,1.0,120.0,0
2005,7,10,5,0,0.0,0.0,0.0,6.3,6.3,95.8,962.4,1.2,108.0,0
2005,7,10,6,0,0.0,0.0,0.0,6.0,6.0,95.6,962.2,0.9,93.0,0
2005,7,10,7,0,0.0,0.0,0.0,4.8,4.8,93.9,961.7,1.3,117.0,0
2005,7,10,8,0,8.0,0.0,8.0,4.4,4.4,96.1,962.1,1.1,135.0,0
2005,7,10,9,0,61.6,6.9,60.1,5.6,5.6,96.1,963.0,1.0,97.5,0
2005,7,10,10,0,137.4,8.1,134.4,8.6,8.6,90.6,965.0,1.0,145.5,0
2005,7,10,11,0,209.3,8.6,205.2,12.3,12.3,78.1,963.4,0.5,133.5,0
2005,7,10,12,0,551.7,878.6,70.6,15.8,15.8,66.7,964.0,0.1,207.0,0
2005,7,10,13,0,567.6,879.7,71.7,19.3,19.3,67.5,966.9,0.2,147.0,0
2005,7,10,14,0,524.6,865.1,68.6,20.3,20.3,59.4,965.9,0.8,201.0,0
2005,7,10,15,0,427.6,831.1,61.5,20.8,20.8,47.5,967.2,1.1,198.0,0
2005,7,10,16,0,284.8,759.2,49.7,19.8,19.8,48.7,966.4,1.2,201.0,0
2005,7,10,17,0,113.1,574.4,30.6,16.9,16.9,43.6,965.8,0.6,201.0,0
2005,7,10,18,0,0.0,0.0,0.0,15.0,15.0,46.7,967.2,0.4,184.5,0
2005,7,10,19,0,0.0,0.0,0.0,13.3,13.3,62.0,965.4,0.9,232.5,0
2005,7,10,20,0,0.0,0.0,0.0,12.0,12.0,83.1,963.8,0.8,151.5,0
2005,7,10,21,0,0.0,0.0,0.0,10.5,10.5,85.9,963.7,1.1,184.5,0
2005,7,10,22,0,0.0,0.0,0.0,9.3,9.3,90.7,962.5,0.8,175.5,0
2005,7,10,23,0,0.0,0.0,0.0,8.3,8.3,89.2,961.2,1.2,21.0,0
2005,7,11,0,0,0.0,0.0,0.0,7.4,7.4,90.9,959.4,1.1,327.0,0
2005,7,11,1,0,0.0,0.0,0.0,6.6,6.6,90.6,958.2,1.4,139.5,0
2005,7,11,2,0,0.0,0.0,0.0,5.7,5.7,93.0,956.9,1.1,70.5,0
2005,7,11,3,0,0.0,0.0,0.0,4.6,4.6,94.5,954.6,1.1,72.0,0
2005,7,11,4,0,0.0,0.0,0.0,4.0,4.0,94.8,953.8,1.1,84.0,0
2005,7,11,5,0,0.0,0.0,0.0,3.4,3.4,96.1,952.7,1.4,12.0,0
2005,7,11,6,0,0.0,0.0,0.0,3.8,3.8,95.0,953.2,0.9,13.5,0
2005,7,11,7,0,0.0,0.0,0.0,4.6,4.6,94.9,954.4,1.7,6.0,0
2005,7,11,8,0,8.5,0.0,8.5,5.7,5.7,96.7,956.0,1.4,3.0,0
2005,7,11,9,0,192.7,715.1,40.1,6.4,6.4,96.0,957.0,0.9,3.0,0
2005,7,11,10,0,359.8,827.9,55.8,9.0,9.0,89.2,957.5,0.8,18.0,0
2005,7,11,11,0,487.0,874.6,65.7,13.6,13.6,73.4,956.8,0.3,1.5,0
2005,7,11,12,0,558.8,888.0,70.9,16.8,16.8,61.2,957.0,0.5,345.0,0
2005,7,11,13,0,572.7,885.3,71.9,19.9,19.9,50.2,959.5,0.4,319.5,0
2005,7,11,14,0,203.3,8.7,198.7,20.6,20.6,46.0,958.9,0.5,304.5,0
2005,7,11,15,0,221.2,8.3,217.5,20.3,20.3,41.4,959.7,0.6,258.0,0
2005,7,11,16,0,86.6,7.6,84.2,19.7,19.7,39.4,959.9,0.9,220.5,0
2005,7,11,17,0,113.9,570.7,30.8,17.7,17.7,40.0,960.7,0.9,213.0,0
2005,7,11,18,0,0.0,0.0,0.0,15.5,15.5,50.4,961.7,0.3,213.0,0
2005,7,11,19,0,0.0,0.0,0.0,14.0,14.0,61.9,961.2,0.3,211.5,0
2005,7,11,20,0,0.0,0.0,0.0,12.9,12.9,76.4,961.2,0.5,202.5,0
2005,7,11,21,0,0.0,0.0,0.0,11.9,11.9,87.2,961.2,0.6,189.0,0
2005,7,11,22,0,0.0,0.0,0.0,11.2,11.2,95.8,961.4,0.6,187.5,0
2005,7,11,23,0,0.0,0.0,0.0,10.8,10.8,97.5,961.4,0.7,181.5,0
2005,7,12,0,0,0.0,0.0,0.0,10.7,10.7,98.0,961.4,0.7,177.0,0
2005,7,12,1,0,0.0,0.0,0.0,10.4,10.4,95.0,960.9,0.5,180.0,0
2005,7,12,2,0,0.0,0.0,0.0,9.9,9.9,97.5,960.6,0.6,30.0,0
2005,7,12,3,0,0.0,0.0,0.0,9.3,9.3,98.8,960.5,0.5,15.0,0
2005,7,12,4,0,0.0,0.0,0.0,9.2,9.2,100.0,960.5,0.5,22.5,0
2005,7,12,5,0,0.0,0.0,0.0,9.3,9.3,100.0,961.1,0.5,358.5,0
2005,7,12,6,0,0.0,0.0,0.0,9.4,9.4,98.2,962.0,0.5,21.0,0
2005,7,12,7,0,0.0,0.0,0.0,9.4,9.4,96.8,962.9,0.5,30.0,0
2005,7,12,8,0,8.6,0.0,8.6,9.1,9.1,96.7,963.9,0.6,22.5,0
2005,7,12,9,0,14.4,6.5,13.0,9.5,9.5,95.3,963.0,0.5,24.0,0
2005,7,12,10,0,27.1,7.7,24.3,11.2,11.2,93.8,962.2,0.3,37.5,0
2005,7,12,11,0,63.9,8.2,59.9,13.2,13.2,89.8,961.2,0.0,336.0,0
2005,7,12,12,0,270.2,8.4,265.5,14.5,14.5,82.7,960.0,0.5,306.0,0
2005,7,12,13,0,550.7,845.3,70.8,15.4,15.4,70.4,959.2,0.7,277.5,0
2005,7,12,14,0,510.0,832.2,67.9,15.4,15.4,76.3,958.6,0.8,247.5,0
2005,7,12,15,0,416.4,799.0,61.0,14.7,14.7,91.0,958.5,0.9,241.5,0
2005,7,12,16,0,105.3,7.3,103.0,13.9,13.9,73.9,958.5,1.1,232.5,0
2005,7,12,17,0,111.5,546.9,30.7,12.6,12.6,66.9,958.4,1.0,220.5,0
2005,7,12,18,0,0.0,0.0,0.0,11.0,11.0,82.0,958.0,0.4,214.5,0
2005,7,12,19,0,0.0,0.0,0.0,10.5,10.5,78.4,958.4,0.1,228.0,0
2005,7,12,20,0,0.0,0.0,0.0,9.7,9.7,82.6,957.6,0.3,256.5,0
2005,7,12,21,0,0.0,0.0,0.0,8.9,8.9,94.1,957.0,0.3,235.5,0
2005,7,12,22,0,0.0,0.0,0.0,8.5,8.5,94.7,957.1,0.2,310.5,0
2005,7,12,23,0,0.0,0.0,0.0,8.3,8.3,96.5,957.2,0.2,291.0,0
2005,7,13,0,0,0.0,0.0,0.0,8.2,8.2,93.9,957.4,0.3,334.5,0
2005,7,13,1,0,0.0,0.0,0.0,8.0,8.0,94.9,957.8,0.2,336.0,0
2005,7,13,2,0,0.0,0.0,0.0,7.7,7.7,98.0,957.7,0.2,342.0,0
2005,7,13,3,0,0.0,0.0,0.0,7.5,7.5,97.2,957.9,0.3,19.5,0
2005,7,13,4,0,0.0,0.0,0.0,7.4,7.4,99.1,958.1,0.2,357.0,0
2005,7,13,5,0,0.0,0.0,0.0,7.3,7.3,99.4,958.4,0.4,22.5,0
2005,7,13,6,0,0.0,0.0,0.0,6.7,6.7,98.9,958.5,0.4,36.0,0
2005,7,13,7,0,0.0,0.0,0.0,5.8,5.8,97.4,958.3,0.5,37.5,0
2005,7,13,8,0,3.4,0.0,3.4,5.0,5.0,96.9,957.6,0.6,31.5,0
2005,7,13,9,0,181.9,658.4,39.6,6.2,6.2,99.2,958.0,0.4,10.5,0
2005,7,13,10,0,91.3,7.8,88.4,7.7,7.7,98.9,958.1,0.3,13.5,0
2005,7,13,11,0,224.7,8.3,220.7,10.1,10.1,93.8,959.1,0.2,346.5,0
2005,7,13,12,0,245.1,8.5,240.4,11.8,11.8,83.1,958.9,0.4,322.5,0
2005,7,13,13,0,229.9,8.6,225.0,13.4,13.4,75.8,960.4,0.8,262.5,0
2005,7,13,14,0,197.6,8.4,193.1,14.2,14.2,73.1,961.4,0.9,250.5,0
2005,7,13,15,0,143.7,8.1,140.1,13.8,13.8,77.1,960.3,1.1,243.0,0
2005,7,13,16,0,87.4,7.4,85.1,13.4,13.4,62.9,959.9,1.3,226.5,0
2005,7,13,17,0,114.9,560.9,31.0,12.1,12.1,63.3,959.1,1.1,223.5,0
2005,7,13,18,0,0.0,0.0,0.0,11.0,11.0,74.7,958.5,0.7,217.5,0
2005,7,13,19,0,0.0,0.0,0.0,10.0,10.0,74.1,958.3,0.3,216.0,0
2005,7,13,20,0,0.0,0.0,0.0,9.0,9.0,81.8,957.8,0.2,210.0,0
2005,7,13,21,0,0.0,0.0,0.0,8.2,8.2,94.0,957.4,0.3,201.0,0
2005,7,13,22,0,0.0,0.0,0.0,7.6,7.6,91.7,956.5,0.3,210.0,0
2005,7,13,23,0,0.0,0.0,0.0,7.2,7.2,91.4,955.5,0.2,228.0,0
2005,7,14,0,0,0.0,0.0,0.0,6.7,6.7,91.5,954.5,0.3,228.0,0
2005,7,14,1,0,0.0,0.0,0.0,6.5,6.5,93.5,953.8,0.1,253.5,0
2005,7,14,2,0,0.0,0.0,0.0,6.3,6.3,97.4,953.2,0.2,327.0,0
2005,7,14,3,0,0.0,0.0,0.0,6.4,6.4,96.3,952.3,0.4,348.0,0
2005,7,14,4,0,0.0,0.0,0.0,7.0,7.0,97.2,951.9,0.7,340.5,0
2005,7,14,5,0,0.0,0.0,0.0,5.6,5.6,96.0,951.1,0.4,351.0,0
2005,7,14,6,0,0.0,0.0,0.0,5.2,5.2,100.0,951.1,0.4,349.5,0
2005,7,14,7,0,0.0,0.0,0.0,5.1,5.1,98.1,950.4,0.4,355.5,0
2005,7,14,8,0,3.1,0.0,3.1,4.7,4.7,95.8,950.3,0.6,0.0,0
2005,7,14,9,0,53.7,6.5,52.3,4.8,4.8,95.6,949.6,0.2,345.0,0
2005,7,14,10,0,35.9,7.7,33.1,5.3,5.3,96.0,949.4,0.1,321.0,0
2005,7,14,11,0,37.2,8.2,33.2,6.2,6.2,93.5,948.2,0.3,310.5,0
2005,7,14,12,0,58.3,8.5,53.6,7.3,7.3,84.9,948.6,0.7,306.0,0
2005,7,14,13,0,57.5,8.5,52.6,8.2,8.2,82.2,947.5,0.9,282.0,0
2005,7,14,14,0,79.8,8.4,75.3,8.2,8.2,90.0,946.9,1.0,285.0,0
2005,7,14,15,0,33.9,8.1,30.3,8.5,8.5,82.5,948.4,1.1,273.0,0
2005,7,14,16,0,49.5,7.4,47.2,8.4,8.4,69.4,949.9,1.2,252.0,0
2005,7,14,17,0,116.0,560.8,31.0,7.9,7.9,69.6,951.8,0.9,243.0,0
2005,7,14,18,0,0.0,0.0,0.0,7.4,7.4,77.5,954.4,0.7,202.5,0
2005,7,14,19,0,0.0,0.0,0.0,6.9,6.9,76.3,955.1,0.6,201.0,0
2005,7,14,20,0,0.0,0.0,0.0,6.8,6.8,81.0,956.9,0.5,184.5,0
2005,7,14,21,0,0.0,0.0,0.0,6.7,6.7,91.5,958.5,0.6,189.0,0
2005,7,14,22,0,0.0,0.0,0.0,6.9,6.9,91.6,959.8,0.6,163.5,0
2005,7,14,23,0,0.0,0.0,0.0,7.2,7.2,93.4,961.1,0.7,160.5,0
2005,7,15,0,0,0.0,0.0,0.0,6.8,6.8,89.3,959.9,0.7,193.5,0
2005,7,15,1,0,0.0,0.0,0.0,6.5,6.5,97.9,959.5,0.7,187.5,0
2005,7,15,2,0,0.0,0.0,0.0,6.1,6.1,100.0,958.5,0.8,180.0,0
2005,7,15,3,0,0.0,0.0,0.0,5.9,5.9,100.0,957.7,0.5,172.5,0
2005,7,15,4,0,0.0,0.0,0.0,5.7,5.7,100.0,957.0,0.6,207.0,0
2005,7,15,5,0,0.0,0.0,0.0,5.5,5.5,100.0,956.8,0.4,178.5,0
2005,7,15,6,0,0.0,0.0,0.0,5.1,5.1,100.0,956.1,0.3,307.5,0
2005,7,15,7,0,0.0,0.0,0.0,4.5,4.5,100.0,954.8,0.2,186.0,0
2005,7,15,8,0,4.6,0.0,4.6,3.8,3.8,100.0,954.4,0.4,7.5,0
2005,7,15,9,0,184.4,661.9,39.3,4.7,4.7,99.1,955.0,0.1,342.0,0
2005,7,15,10,0,346.7,780.9,54.8,6.4,6.4,97.9,956.8,0.2,234.0,0
2005,7,15,11,0,472.0,832.8,64.5,8.6,8.6,90.0,956.9,0.5,240.0,0
2005,7,15,12,0,222.7,8.5,217.9,10.5,10.5,76.8,957.0,0.6,283.5,0
2005,7,15,13,0,563.9,858.1,71.1,11.9,11.9,85.6,958.5,0.9,256.5,0
2005,7,15,14,0,252.4,8.5,247.9,12.3,12.3,68.6,959.5,1.1,273.0,0
2005,7,15,15,0,190.5,8.1,186.8,11.9,11.9,63.5,959.8,1.2,255.0,0
2005,7,15,16,0,111.9,7.4,109.6,10.9,10.9,53.7,959.3,1.2,250.5,0
2005,7,15,17,0,118.1,565.4,31.1,9.6,9.6,56.2,958.3,1.0,241.5,0
2005,7,15,18,0,0.0,0.0,0.0,8.1,8.1,61.4,958.2,0.5,225.0,0
2005,7,15,19,0,0.0,0.0,0.0,6.7,6.7,69.1,957.3,0.3,211.5,0
2005,7,15,20,0,0.0,0.0,0.0,5.8,5.8,78.1,956.6,0.2,213.0,0
2005,7,15,21,0,0.0,0.0,0.0,5.0,5.0,86.6,956.2,0.2,246.0,0
2005,7,15,22,0,0.0,0.0,0.0,4.3,4.3,86.1,955.1,0.3,313.5,0
2005,7,15,23,0,0.0,0.0,0.0,3.9,3.9,87.9,953.9,0.4,330.0,0
2005,7,16,0,0,0.0,0.0,0.0,3.4,3.4,87.3,952.9,0.4,340.5,0
2005,7,16,1,0,0.0,0.0,0.0,3.0,3.0,93.3,952.0,0.3,342.0,0
2005,7,16,2,0,0.0,0.0,0.0,2.5,2.5,96.9,951.3,0.2,342.0,0
2005,7,16,3,0,0.0,0.0,0.0,2.0,2.0,96.2,950.4,0.3,352.5,0
2005,7,16,4,0,0.0,0.0,0.0,1.6,1.6,93.1,949.4,0.4,352.5,0
2005,7,16,5,0,0.0,0.0,0.0,2.3,2.3,91.8,950.6,0.5,6.0,0
2005,7,16,6,0,0.0,0.0,0.0,3.1,3.1,99.6,952.2,0.5,15.0,0
2005,7,16,7,0,0.0,0.0,0.0,4.1,4.1,99.3,954.2,0.6,18.0,0
2005,7,16,8,0,9.3,0.0,9.3,4.0,4.0,98.2,956.3,0.6,16.5,0
2005,7,16,9,0,24.9,6.5,23.4,4.3,4.3,92.9,958.3,0.4,13.5,0
2005,7,16,10,0,50.9,7.7,48.0,5.9,5.9,92.5,959.0,0.2,4.5,0
2005,7,16,11,0,73.7,8.3,69.7,7.9,7.9,83.6,959.7,0.4,327.0,0
2005,7,16,12,0,153.7,8.5,148.9,9.6,9.6,72.7,960.9,0.7,300.0,0
2005,7,16,13,0,160.5,8.5,155.6,10.7,10.7,74.3,961.2,1.0,276.0,0
2005,7,16,14,0,165.7,8.4,161.2,11.5,11.5,74.0,962.9,1.0,273.0,0
2005,7,16,15,0,149.4,8.1,145.7,11.2,11.2,64.2,962.9,1.3,253.5,0
2005,7,16,16,0,288.6,738.7,50.2,10.4,10.4,58.0,961.6,1.3,253.5,0
2005,7,16,17,0,119.8,565.3,31.7,9.3,9.3,59.4,962.1,0.8,261.0,0
2005,7,16,18,0,0.0,0.0,0.0,8.6,8.6,61.4,962.1,0.7,228.0,0
2005,7,16,19,0,0.0,0.0,0.0,7.4,7.4,74.1,962.1,0.2,229.5,0
2005,7,16,20,0,0.0,0.0,0.0,6.5,6.5,75.1,961.2,0.3,112.5,0
2005,7,16,21,0,0.0,0.0,0.0,5.7,5.7,83.7,961.0,0.5,153.0,0
2005,7,16,22,0,0.0,0.0,0.0,5.0,5.0,85.5,960.0,0.3,151.5,0
2005,7,16,23,0,0.0,0.0,0.0,4.6,4.6,87.6,959.4,0.6,93.0,0
2005,7,17,0,0,0.0,0.0,0.0,4.4,4.4,89.8,958.7,0.5,46.5,0
2005,7,17,1,0,0.0,0.0,0.0,4.0,4.0,94.2,958.5,0.8,103.5,0
2005,7,17,2,0,0.0,0.0,0.0,3.4,3.4,97.6,957.3,0.5,115.5,0
2005,7,17,3,0,0.0,0.0,0.0,3.0,3.0,98.4,956.9,0.5,91.5,0
2005,7,17,4,0,0.0,0.0,0.0,2.5,2.5,100.0,956.4,0.6,120.0,0
2005,7,17,5,0,0.0,0.0,0.0,2.2,2.2,100.0,956.0,0.5,112.5,0
2005,7,17,6,0,0.0,0.0,0.0,2.0,2.0,100.0,955.3,0.5,54.0,0
2005,7,17,7,0,0.0,0.0,0.0,1.6,1.6,100.0,954.5,0.5,45.0,0
2005,7,17,8,0,9.9,0.0,9.9,2.1,2.1,99.0,957.4,0.6,33.0,0
2005,7,17,9,0,189.4,670.2,40.2,3.9,3.9,97.6,957.0,0.5,27.0,0
2005,7,17,10,0,353.4,788.3,55.7,6.4,6.4,94.8,956.9,0.2,15.0,0
2005,7,17,11,0,480.3,840.5,65.5,8.9,8.9,85.8,957.7,0.1,325.5,0
2005,7,17,12,0,556.2,862.9,71.0,11.0,11.0,73.0,958.1,0.6,244.5,0
2005,7,17,13,0,574.9,868.1,72.3,12.7,12.7,68.9,958.2,0.8,244.5,0
2005,7,17,14,0,534.9,857.4,69.5,13.7,13.7,65.5,958.9,1.0,222.0,0
2005,7,17,15,0,439.6,826.4,62.5,14.1,14.1,55.2,959.9,1.2,220.5,0
2005,7,17,16,0,297.7,759.2,50.9,13.1,13.1,49.2,957.8,1.3,216.0,0
2005,7,17,17,0,125.6,589.3,32.4,10.9,10.9,45.1,958.2,1.3,205.5,0
2005,7,17,18,0,0.0,0.0,0.0,8.4,8.4,47.5,954.9,0.7,201.0,0
2005,7,17,19,0,0.0,0.0,0.0,7.2,7.2,64.4,953.5,0.3,201.0,0
2005,7,17,20,0,0.0,0.0,0.0,6.1,6.1,75.0,953.7,0.4,202.5,0
2005,7,17,21,0,0.0,0.0,0.0,5.2,5.2,87.3,952.2,0.5,282.0,0
2005,7,17,22,0,0.0,0.0,0.0,4.5,4.5,90.4,952.1,0.5,336.0,0
2005,7,17,23,0,0.0,0.0,0.0,4.0,4.0,90.9,951.4,0.5,336.0,0
2005,7,18,0,0,0.0,0.0,0.0,3.5,3.5,93.0,950.7,0.6,349.5,0
2005,7,18,1,0,0.0,0.0,0.0,3.1,3.1,93.4,949.5,0.4,351.0,0
2005,7,18,2,0,0.0,0.0,0.0,2.4,2.4,97.1,948.2,0.6,351.0,0
2005,7,18,3,0,0.0,0.0,0.0,1.8,1.8,97.2,947.2,0.6,0.0,0
2005,7,18,4,0,0.0,0.0,0.0,1.3,1.3,97.2,946.1,0.6,9.0,0
2005,7,18,5,0,0.0,0.0,0.0,1.0,1.0,96.9,945.1,0.6,21.0,0
2005,7,18,6,0,0.0,0.0,0.0,0.7,0.7,98.5,944.3,0.6,25.5,0
2005,7,18,7,0,0.0,0.0,0.0,0.1,0.1,98.3,943.4,0.7,39.0,0
2005,7,18,8,0,10.8,0.0,10.8,1.2,1.2,98.0,947.0,0.6,30.0,0
2005,7,18,9,0,199.4,705.0,41.2,2.5,2.5,94.7,950.1,0.6,21.0,0
2005,7,18,10,0,366.6,816.5,56.7,6.1,6.1,89.8,952.7,0.3,9.0,0
2005,7,18,11,0,494.8,863.9,66.5,9.7,9.7,77.6,956.3,0.2,355.5,0
2005,7,18,12,0,570.4,882.9,71.9,12.6,12.6,63.9,958.8,0.5,330.0,0
2005,7,18,13,0,587.9,885.1,73.2,15.4,15.4,57.8,962.4,0.7,312.0,0
2005,7,18,14,0,546.0,872.2,70.2,17.2,17.2,55.7,964.8,0.8,291.0,0
2005,7,18,15,0,449.0,840.9,63.2,18.2,18.2,45.9,967.5,0.9,258.0,0
2005,7,18,16,0,305.0,774.2,51.5,19.2,19.2,43.0,970.3,1.0,235.5,0
2005,7,18,17,0,130.2,606.1,33.0,17.1,17.1,40.8,968.5,1.0,216.0,0
2005,7,18,18,0,0.0,0.0,0.0,14.3,14.3,45.2,968.1,0.3,222.0,0
2005,7,18,19,0,0.0,0.0,0.0,12.1,12.1,61.8,966.4,0.1,219.0,0
2005,7,18,20,0,0.0,0.0,0.0,10.5,10.5,74.3,965.4,0.6,228.0,0
2005,7,18,21,0,0.0,0.0,0.0,9.1,9.1,82.9,963.9,0.7,277.5,0
2005,7,18,22,0,0.0,0.0,0.0,7.9,7.9,87.6,962.7,0.7,333.0,0
2005,7,18,23,0,0.0,0.0,0.0,6.9,6.9,90.6,961.2,0.7,340.5,0
2005,7,19,0,0,0.0,0.0,0.0,6.3,6.3,90.9,959.6,0.9,345.0,0
2005,7,19,1,0,0.0,0.0,0.0,5.9,5.9,91.3,958.4,0.7,343.5,0
2005,7,19,2,0,0.0,0.0,0.0,5.3,5.3,94.3,957.1,0.7,1.5,0
2005,7,19,3,0,0.0,0.0,0.0,4.8,4.8,94.7,955.6,0.6,10.5,0
2005,7,19,4,0,0.0,0.0,0.0,4.4,4.4,96.6,954.2,0.5,1.5,0
2005,7,19,5,0,0.0,0.0,0.0,4.2,4.2,97.1,953.0,0.5,15.0,0
2005,7,19,6,0,0.0,0.0,0.0,3.8,3.8,98.6,951.3,0.6,358.5,0
2005,7,19,7,0,0.0,0.0,0.0,3.2,3.2,98.6,950.0,0.6,21.0,0
2005,7,19,8,0,11.2,0.0,11.2,2.6,2.6,97.7,950.2,0.7,19.5,0
2005,7,19,9,0,201.4,707.7,41.3,2.1,2.1,95.1,949.5,0.6,75.0,0
2005,7,19,10,0,368.8,817.2,56.7,5.6,5.6,90.1,950.4,0.5,112.5,0
2005,7,19,11,0,496.9,864.1,66.5,8.6,8.6,80.2,950.9,0.3,184.5,0
2005,7,19,12,0,571.7,881.4,71.8,11.2,11.2,67.6,952.2,0.3,274.5,0
2005,7,19,13,0,588.4,882.5,73.0,13.5,13.5,62.3,952.9,0.4,256.5,0
2005,7,19,14,0,545.9,868.5,70.0,14.5,14.5,58.6,953.8,0.6,232.5,0
2005,7,19,15,0,214.9,8.4,211.1,14.1,14.1,47.9,954.0,0.8,231.0,0
2005,7,19,16,0,127.2,7.7,124.7,13.2,13.2,45.6,952.8,0.9,205.5,0
2005,7,19,17,0,44.8,6.0,43.8,11.8,11.8,49.9,953.9,0.8,214.5,0
2005,7,19,18,0,0.0,0.0,0.0,10.1,10.1,58.2,952.4,0.4,220.5,0
2005,7,19,19,0,0.0,0.0,0.0,9.5,9.5,66.1,952.4,0.2,208.5,0
2005,7,19,20,0,0.0,0.0,0.0,8.9,8.9,81.6,953.6,0.5,205.5,0
2005,7,19,21,0,0.0,0.0,0.0,8.1,8.1,91.6,954.0,0.3,199.5,0
2005,7,19,22,0,0.0,0.0,0.0,7.7,7.7,92.1,954.0,0.6,199.5,0
2005,7,19,23,0,0.0,0.0,0.0,7.6,7.6,90.8,953.8,0.3,204.0,0
